call_number,vehicles_color,vehicles_year,vehicles_model,vehicles_vin
19-6129,RED,2012,NISS Sentra/s/sr/sl,3N1AB6AP5CL649963
19-6130,GRY,2008,NISS PK TITAN,LN6AA06F98N337047
19-6140,RED,2011,SUBA 4D LEGACY,4S3BMBC69B3217928
19-6150,,,,
19-6159,RED,2012,VOLK 4D GOLF,WVWDB7AJ1CW278600
19-6165,WHI,2017,FORD VN TCN,1FTYE1ZM7HKA65430
19-6170,GRY,2011,TOYT TACOMA,STFUU4ENIBX010984
19-6171,GRY,2009,DODG GRACAR,2D8HN44E99R533244
19-6175,BLU,2009,MAZD 4D 6,LYVHP81AK95M32478
19-6175,BLU,2009,MAZD 4D 6,LYVHP81AK95M32478
19-6194,BLU,2007,DODG CALIBE,1B3HB48B57D159501
19-6208,GRY,2017,SUBA CROSST,JF2GPABC8HG258195
19-6210,BLK,2017,ACUR U,SJ8YD4H52HL007526
19-6212,BLU,2004,JEEP LIBERT,1J4GL48K24W330898
19-6213,GRY,2007,VOLV U XC9,YV4CM982171348290
19-6215,GRY,2012,NISS U,
19-6216,WHI,2019,LR LL RANGE ROVER,SALWR2RE3KA852715
19-6217,PC,MO,EB5D9C WHI 2018 NISS 4T,
19-6218,BLK,2013,TOYT ST PRIUS,JTDZN3EU0D3254818
19-6221,1IGLRD6EE40EU133389,RED,2014 CHEV VOLT,
19-6222.,GRY,2017,TOYT HB,
19-6224,RED,2003,FORD F350,1FDWF37L83ED50442
19-6242,BLU,2014,FORD SE FUSION,3FA6POUU3ER371170
19-6251.,BLU.,2016,SUBA SE LEGACY,4S3BNEJ62G3042589
19-6257,GLD,2010,CHEV 4D IMPALA,2G1WB5ENXA1185422
19-6258,GRY,2019,BMW 4D 740I,
19-6259,BLK,2007,,
"19-6260,",BLK,2001,TR UTILIT,
19-6262,BLK,2012,HYUN SE ACCENT,
19-6263.,BRO,2016,MAZD CX5,JM3KE4CY2G0891610
19-6265,BLU,2007,HYUN SAN,5NMSH13E37H053784
19-6267,WHI,2016,VOLK 4D,3VWD67AJ6GM358014
19-6268,GRY,2018,NISS Sentra S,3N1AB7APXIY242887
19-6269,VIN:,SNILAT2MV9HC810164,RED 2017 NISS ROUGE,SNILAT2MV9HC810164
19-6276,GRY,2016,FORD Fi50,iIFTFXIEG4GFA06490
19-6276,GRY,2016,FORD Fi50,iIFTFXIEG4GFA06490
19-6278,BLK,2015,FORD EDGE,2FMTK4APiFBB58151
19-6292,,,,
19-6297,BLU,1999,MERC MOUNTA,4M2ZU55PO0XUJ16505
19-6301,GRY,2003,FORD 4D TAURUS,1FAFP55223G216527
19-6304,ONG,2011,SUBA 4D IMPREZA,JF1GE6A68BH501427
19-6305,BLK,2003,CHEV U SUBURBAN,3GNFK16253G335343
19-6306,GRY,2007,CHRY LL PT CRUISER,3A4FY48B27T560982
19-6309,GRY,2007,CHRY LL PT CRUISER,3A4FY48B27T560982
19-6318,WHI,2004,HYUN SANTFE,KM8SC73D74U793640
19-6324,BLU,2015,HYUN SE SONATA,SNPE24AF2FHO67009
19-6327,BLU,2006,DODG RAMTRU,3D7KS19D46G221996
19-6329,GRN,2014,CHEV SE CRUZE,1G1PB5SG2E7330438
19-6332,BLU,2004,JEEP GRACHE,104GW58S64C326206
19-6332,BLU,2004,JEEP GRACHE,104GW58S64C326206
19-6339,BLK,2009,NISS SE ALTIMA,1N4AL21E99N464427
19-6348,BLU,2010,FORD ST TRANSIT,NMOKS9BNXATO35254
19-6348,BLU,2010,FORD ST TRANSIT,NMOKS9BNXATO35254
19-6350,BLK,2000,HD MC FXD,LHDIGHV18YY325457
19-6351,WHI,2010,FORD VN,1FBNE3BL2ADA4
19-6362,BLK,2007,AUDI SE S4,WAUGL78E67A236975
19-6363,2019,CADI,Xts Luxury,2G61M5S39K9117553
19-6373,WHI,2012,TOYT SE PRIUS,JTDKN3DU9C5400039
19-6381,GRY,2008,MAZD TRIBUT,4F2CZ92Z98KM30693
19-6390,WHI,2013,KIA CO FORTE,KNAFU6A27D5690286
19-6392,GRY,2005,NISS TITAN,I1IN6AA07B85N563622
19-6392,GRY,2005,NISS TITAN,I1IN6AA07B85N563622
19-6396,RED,2011,DODG CALIBE,IB3CB3HA6BD111588
19-6401,BLK,2015,FORD SE FUSION,3FA6P0G74FR156050
19-6402,BLK,2010,JEEP LIBERT,1J4PN2GK3AW152043
19-6403,BLK,2014,FORD PK F250 SUPERCAB,1FT7W2B66EEA06647
19-6403,BLK,2014,FORD PK F250 SUPERCAB,1FT7W2B66EEA06647
19-6404,RED,2017,HYUN SANTFE,5XYZTDLB8HG490311
19-6406,VIN:,4S4BRBPC6D3222679,BLU 2013 SUBA OUTBAC,4S4BRBPC6D3222679
19-6409,BRO,2015,NISS 4D SENTRA,3NIAB7APXFL668036
19-6434,WHI,2017,TOYT TACOMA,5TFCZ5AN0HX096130
19-6434,RED,2011,VOLV xXC60,YV4940DZ8B2224383
19-6434,WHI,2017,TOYT TACOMA,5TFCZ5AN0HX096130
19-6434,RED,2011,VOLV xXC60,YV4940DZ8B2224383
19-6441,GRY,2011,SUBA ST OUTBAC,4S4BRBGC3B3379728
19-6442,GRY,2017,COOPER,WMWLU5C53H2C45798
19-6444,GRY,2004,NISS Pathfinder LE/SE,JN8DRO9YX4W909175
19-6445,BRO,2002,FORD EXPLOR,1FPMZU73EX2UB25414
19-6447.,GRY,2007,SUBA ST IMPREZ,JF1GG74657H817435
19-6448,GRY,2001,NISS SE ALTIMA,1IN4DLOLDX1C151721
19-6452,BLK,2017,FORD ESCAPE,1IFMCU9G90HUD44793
19-6454,RED,2010,VOLK TIGUAN,WVGAV7AX8AW504512
19-6456,GRY,2018,TOYT SIENNA,5TDJIZ3DC8IS194839
19-6456,GRY,2018,TOYT SIENNA,5TDJIZ3DC8IS194839
19-6458,BLK,2017,TOYT SE COROLL,2T1BURHE9HC893661
19-6462,GRY,2018,HOND U PILOT,5FNYF6H84JB025047
19-6462,GRY,2018,HOND U PILOT,5FNYF6H84JB025047
19-6475,GRY,2002,CHEV AVALAN,3GNEK13T32G338459
19-6476,GRY,2014,NISS ROGUE,5SNI1AT2MV9EC852846
19-6485,RED,2014,SUBA U OUTBACK,1C4PJMCS7EW310411
19-6490,GRY,2019,VOLV XC60,LYV102RL8KB177561
19-6497.,BLU,2000,CHEV SE PRIZM,1Y1SK5284YZ435254
19-6497.,BLU,2000,CHEV SE PRIZM,1Y1SK5284YZ435254
19-6498,BRO,2003,HOND SE CIVIC,2HGES26723H530794
19-6527,BLU,2015,HOND LL CRV,2HKRM4H59FH603110
19-6532,WHI,2015,JEEP Grand Cherokee Laredo,IC4RIFAGIFC954881
19-6536,RED,2013,CHEV Captiva Ls,3GNAL2EK1DS573254
19-6536,RED,2013,CHEV Captiva Ls,3GNAL2EK1DS573254
19-6543,WHI,2005,FORD LGTCON,1FTRX14W1i5NB21718
19-6544,2019,PORS,Boxster VIN: WPOCA2A85KS210210,WPOCA2A85KS210210
19-6547,BLU,2019,HYUN U,
19-6550,BLK,2001,FORD EXPLOR,1FM2U77E71UB36024
19-6571,PC,MA,8BAH30 VIN: KMHWF25S63A826831 BLK 2003 HYUN SE SONATA,KMHWF25S63A826831
19-6573,BLU,2014,HYUN CO ELANTR,
19-6574,BLK,2007,JEEP GRACHE,138GR48K27C542185
19-6576,WHI,2011,FORD F250,IFTBF2B66BEC49848
19-6578,PC,MA,7CW463 VIN: IGNDT13W3W2206982 BRO 1998 CHEV BLAZER,IGNDT13W3W2206982
19-6581,WHI,2013,NISS MURANO,JN8SAZ1MWODW322692
19-6582,WHI,2006,HYUN 4D ELANTRA,KMHDN46D66U238677
19-6583,VIN:,JF2GPACC5D2808281,GRY 2013 SUBA IMPREZ,JF2GPACC5D2808281
19-6584,VIN:,LHGCM66837A021495,GRY 2007 HOND 4D ACCORD,LHGCM66837A021495
19-6585,WHI,2000,HOND U CRV,JHLRD1870YS012655
19-6585,WHI,2000,HOND U CRV,JHLRD1870YS012655
19-6588,WHI,2013,HOND 4T,
19-6589,RED,2008,HOND SE CIVIC,IHGFA16578L060384
19-6590,WHI,2007,CHEV SE COBALT,1G1AL15F677376906
19-6592,BLU,2005,HYUN ELANTR,KMHDN56D75U143565
19-6612,SIL,2018,HOND,SJ6RW1IH80JA008322
19-6614,BLK,2004,HYUN SE ELANTR,KMHDN46D74U768492
19-6616,BRO,2012,HOND SE CIVIC,2HGFB2F87CH514944
19-6617,GRY,2004,TOYT SCION,JTKKT624440064396
19-6618,GRY,2015,HYUN SE ELANTR,SNPDH4AE1FH598297
19-6622.,GRY,2013,HOND SE CIVIC,2HGFB2F56DH539695
19-6623,PC,MA,8ZNM30 VIN: 1C4AJWAG3DL500092 ONG 2013 JEEP WRANGL,1C4AJWAG3DL500092
19-6627,BRO,2012,CHEV SILVER,3GCPKREA6CG207412
19-6628,WHI,2013,HYUN SE SONATA,KMHEC4A46DA087176
19-6628,WHI,2013,HYUN SE SONATA,KMHEC4A46DA087176
19-6632,GRY,2012,SE,LGRAA5617CB710168
19-6632,WHI,2015,VOLV SEMI VIN: 4V4M39EG2FN926726,4V4M39EG2FN926726
19-6648,RED,2007,JEEP LL GRAND CHEROKEE,LU8BGR48KX7C6
19-6648,RED,2007,JEEP LL GRAND CHEROKEE,LU8BGR48KX7C6
19-6650,RED,2010,JEEP COMMAN,1J4RG4GK2AC13
19-6650,GRY,2011,HYUN SE SONATA,5NPEB4AC6BH269979
19-6650,GRY,2012,TOYT SE CAMRY,4T4BF1FKSCR183982
19-6658,BLK,2018,FORD F150,IFTEWLEGOUFE54585
19-6659,GRY,2002,VOLK GTI,9BWDE61J624033437
19-6663,BLK,2015,VOLK LL GOLF,
19-6664,RED,1994,TOYT HLFPKU,4TAVN13D9RZ312513
19-6673,2004,TOYT,4H,1INXBR32E342315202
19-6673,2004,TOYT,4H,1INXBR32E342315202
19-6679,RED,2014,VOLK SE PASSAT,1VWBT7A32EC087520
19-6701,RED,2017,TOYT HIGHLA,STDBZRFHXHS360921
19-6704,BLK,2016,NISS SE ALTIMA,IN4AL3AP1GC116959
19-6705,GRY,2005,HOND ODYSSE,SFNRL38875B033631
19-6727,GRY,2007,VOLK SE PASSAT,WVWJK73C27P119036
19-6727,GRY,HOND,,
19-6731,BLU,2006,TOYT HIGHLA,JTEEP21A760177265
19-6737:,BLK,2006,HOND SE CIVIC,2HGPA15576HS17691
19-6743,GRY,2016,FORD SE FOCUS,1IFADP3F2XGL334722
19-6755,BLU,2016,HOND PILOT,5FNYF6H33GB106702
19-6755,GRY,2008,HOND VN ODYSSE,5SFNRL38208B019246
19-6753,BRO,1998,CHEV SE PRIZM,1Y1SK5285WZ403359
19-6757,GRY,2000,BMW 4D 528,WBADM634XYGU24924
19-6760,GRY,2012,SUBA ST IMPREZ,JF1GPAS61CH233804
19-6761,BLK,2017,HYON SE SONATA,SNPE24AP3HH521481
19-6770,BLK,2004,HYUN SANTAF,KM8SC73D14U768118
19-6801,WHI,2013,SUBA OUTBAC,4S4BRCGC1D3304759
19-6801,BLU,2017,SUBA ST OUTBAC,4S4BSAFCOH3236549
19-6801,WHI,2013,SUBA OUTBAC,4S4BRCGC1D3304759
19-6801,BLU,2017,SUBA ST OUTBAC,4S4BSAFCOH3236549
19-6802,BLK,2015,NISS 4D ALTIMA,1IN4AL3AP5FC242725
19-6804,WHI,20160,FORD F150,LFTFXIEV7AFB33143
19-6805,BLK,2008,DODG 4D,1D8HN44H98B180737
19-6805,BLK,2003,HOND LL,SHSRD788X3U130560
19-6814,BLK,2017,HYUN 4D ELANTRA,KMHD84LF5HU211437
19-6815,BLK,2005,DODG U DURANGO,1D8HB58287F585256
19-6817,GRY,2005,TOYT SE COROLL,1NXBR32E152Z482532
19-6820,BLK,2011,LEXS SE IS250,JTHCF5C20B5051427
19-6836,BRO,2013,FRHT SL,1FUJGLDR3DLBV3806
19-6836,2018,Reg:,,1GRDM96227H102864
19-6846,RED,1983,PONT FIREBI,1G2AW87H6DN217966
19-6847,GRY,2005,FORD EXPLOR,1FMZU73E85UA56226
19-6856,BLK,2017,TOYT 4RUNNE,JTEBUSUR1H5422151
19-6857,BLU,2008,DODG VN CARAVAN,1D8HN44H98B180737
19-6857,BLK,2003,HOND U CRV,SHSRD788X3U130560
19-6860,BLK,2014,TR UTILIT,5JPBU2224EP036186
19-6864,GRY,2015,SUBA SE IMPREZ,JFIGJAA65FHO02251
19-6865,BLK,2015,CHEV LL SUBURBAN,LIGNSKIKC9FR301068
19-6866,WHI,2005,DODG CARAVA,2D4GP44L85R596707
19-6867,GRY,2015,SUBA FOREST,JF2SJABCKFH438376
19-6868,GRY,2017,HOND SE CIVIC,19XFC2F57HE217676
19-6869,WHI,2018,NISS LL PATHFINDER,SNIDR2MM00C653777
19-6870,RED,2014,TOYT SE COROLL,2T1BURHE3EC173283
19-6871,RED,2006,SUBA SE IMPREZ,JF1GD67676H526187
19-6872,RED,2009,TOYT SE COROLL,2T1BU40E49C148056
19-6873,BLK,2016,FORD Fi50,1FTEWLEF1GFB40198
19-6873,BLK,2016,FORD Fi50,1FTEWLEF1GFB40198
19-6874,WHI,2011,JEEP PATRIO,1J4NF1GBXBD153427
19-6884,GRY,2017,KIA SPORTA,KNDPNCAC9H7256750
19-6891,BLU,2017,SUBA ST OUTBAC,4S4BSAKC7H3354460
19-6892,BLK,2013,FORD SE FUSION,3FA6PO0D92DR196789
19-6898,GRY,2019,VIN: JF2GTACCOKG268284 SUBA CROSST,JF2GTACCOKG268284
19-6900,GRY,2006,TOYT 4D MATRIX,2T1KR32E86C556256
19-6901,VIN:,2T1LBU4EROCC806827,GRY 2012 TOYT SE COROLL,2T1LBU4EROCC806827
19-6902,GRY,2011,DODG GRACAR,2D4RN3DG7BR650683
19-6903,BLU,2013,HOND PILOT,SFNYF4H45DB068950
19-6904,BRO,2001,GMC SONOMA,1GTCT19W518152814
19-6904,GRY,2009,NISS U ROUGE,JNSAS58T99W060528
19-6906,GRY,2007,SUBA ST LEGACY,4S4BP61C0276322285
19-6911,GRY,2008,LEXS RX400H,JTJHW31U882051649
19-6912,BLU,2019,HYUN SAN,5NMS23ADXKHO90816
19-6913,BLK,2016,CHRY SE 200,1C3CCCAB4GN127485
19-6916,BLU,1999,VOLV SE S70,YV1LS55A6X2610404
19-6916,BRO,2007,KIA SORENT,KNDJC736375719812
19-6924,BRO,2014,HOND ODYSSE,SFNRLSH97EB033505
19-6925,WHI,2017,FORD PK F250 SUPERCAB,LFP7W2BT7HEC72530
19-6927:,BLU,2005,TOYT TACOMA,STEMU5
19-6928,GRY,2008,AUDI SE AG,WAUDH74F58N182128
19-6933,GRN,2006,TOYT RAV,JTMBD31V866009852
19-6937,RED,1999,MAZD TK B3000 CA,4F42Z2R17V0XTM07496
19-6941,BLK,2012,JEEP WRANGL,1C4HJWEGOCL110803
19-6951.,WHI,2007,FORD SE FOCUS,LFAFP34N27W104757
19-6954,BLK,2014,ACUR 4D,19VDE1LF32EE002205
19-6955,GRY,2016,TOYT SIENNA,STDUIK3DC5GS135406
19-6955,GRY,2016,TOYT SIENNA,STDUIK3DC5GS135406
19-6958:,GRY,2019,TOYT 4D COR,2T1BURHE3KC201577
19-6970,GRY,2018,FORD EXPLORER,1FM5K7F8XJGA16183
19-6987,GRY,2013,GMC TK,
19-6988,BLU,2018,MAZD CX5,JM3KFBDM1J0358040
19-6990,BLU,2011,HOND CRV,S5J6RE4H33BL109952
19-6995.,WHI,2002,SUBA ST IMPREZ,JF1LGG68552H807394
19-7001.,BLK,2014,TOYT PRIUS,JTDKDTB39E1083239
19-7003,BLK,2011,KIA SORENT,5XYKT3A18BG185422
19-7008,BRO,2012,HOND PILOT,5FNYF4H96CB024532
19-7011,RED,2013,TOYT RAV4UT,2T3DFREVODW076361
19-7018,2008,TOYT,2D HIGHLANDER,UTEEW44A882003108
19-7020,VIN:,LBRGEJ8249YL053034,WHI 2000 HOND SE CIVIC,LBRGEJ8249YL053034
19-7023,GRY,2013,HOND FIT,JHMGE8H38DC005219
19-8002,BLU,2014,AUDI SE A4,WAUDFAFLSENO19869
19-8003,GRY,2016,,SJ6RM4H45GL046677
19-8007,IGKKVTED2CI165252,SIL,2012 GMC 4D ACA,
19-8009,WHI,2005,CHRY 4D SEBRING,1C3ELS6R75N663922
19-8024,WHT,2008,FORD U ESCAPE,LFMCUSZZ08KR90069
19-8025,WHE,2003,CADI 4D,3GYFPRK6E6N33G6235691
19-8030,2HIYRK164X%8H521534,SIL,2008 HOND TK RIDGELINE,
19-8035,BRO,19993,OLDS SE INTRIG,1GSWHS
19-8038,BLU,1997,CHEV GMT400,2GCEC19M4V1205373
19-8040,RED,2008,VOLV C30,YVIMK672582055267
19-8042,GRY,2008,HOND 4D,
19-8055,GRY,2017,SUBA CROSST,JF2GPANCSHS216673
19-8055,GRY,2017,SUBA CROSST,JF2GPANCSHS216673
19-8059,BLK,2012,NISS U ROGUE,JNGASSMV7CW368702
19-8059,RED,2016,TOYT 4D HIGHLANDER,STDDCRFHIGSO19335
19-8062,GRY,2015,MERZ GLEK350,WOCGG8UR2FG411824
19-8076,GRY,2005,SUBA SW LEGACY,454BP61C3572388481
19-8077,GRY,2005,SUBA SW LEGACY,454BP610357388481
19-8080,WHI,2017,GMC SAVANA,1GTW7AFF4H1914832
19-8083,BLK,2011,4D 350 SERIES,WDODHFSHB?BA2
19-8091,RED,2008,HOND PILOT,SENYF18548B049867
19-8091,RED,2008,HOND PILOT,SENYF18548B049867
19-8094,BLU,2006,HYUN SE ELANTR,KMHDN46D360308250
19-8096,BLK,2013,,JNGASSMV7DY6
19-8097,BLU,2010,SUBA ST OUTBAC,4S4BRBICOQA3372811
19-8098,RED,2010,,1J4RG4GK2AC137064
19-8098,BLK,2011,SU2ZI SE KIZASH,JS2RF9A86B6111107
19-8100,BLU,2009,,LUSGN28K99W549670
19-8301,GRY,2010,HOND SE ACCORD,LHGCP2F48AA048759
19-8102,2016,ACUR,LL RDX,
19-8102,2016,ACUR,LL RDX,
19-8103,GRN,2018,HOND HRY,3CZRU6H33.7G723202
19-8117,,,,
19-8118,GRY,2003,TOYT SE CAMRY,4TIBF32K83U547906
19-8134,RED,2012,SUBA SW OUTBACK,484BRBCC8C3232635
19-8137,GRY,2017,VOLK GTI,
19-8138,WHI,2005,FORD SE,
19-8139,RED,2006,NISS FRONTI,INGADO6GWO06C401816
19-8141,GRY,2009,HYUN SE SONATA,SNPEU46C45H442122
19-8148,WHI,2016,TOYT RAV4,2T30UFREV2GW450671
19-8150,BLK,2015,SUBA 4D OUTBACK,454RSBAC8F3276368
19-8150,RED,2010,HOND PU RIDGEL,5SFPYKIF23AB004761
19-8260,RED,2014,TOYT TACOMA,STFUX4EN2EX026400
19-8260,RED,2014,TOYT TACOMA,STFUX4EN2EX026400
19-8163,,,,
19-8169,BLK,2019,KIA 4D,3KPF24AD5KE105656
19-8170,WHI,2019,4D Q50,JONLEV7ARGKMS55952
19-8170,WHI,2019,4D Q50,JONLEV7ARGKMS55952
19-8171,BLU,2006,SUBA ST OUTBAC,454BP61C067349090
19-8172,GRY,2015,TOYT 4D PRIUS,JTDKN3DU8F1911379
19-8172,2012,HYUN,,KMHTC6ADSCU022345
19-8174,RED,2010,NISS 4D Altima 2.5/2.5 S,IN4AL2ZAPSIANS1
19-8175,BLK,2010,HYUN 4D ELANTRA,KMBDU4ADXAU936
19-8175,BLK,2010,HYUN 4D ELANTRA,KMBDU4ADXAU936
19-8176,GEN,2003,SUBA ST LEGACY,483BH67513
19-8181,GRY,2004,GMC YUKON,IGKEK13V64J189559
19-9184,BRO,2009,,JTEES43A3
19-9184,WHI,2001,DODG RAM,
19-8190,VIN:,KMHEC4A44FA119299,BLU 2015 HYUN SE SONATA,KMHEC4A44FA119299
19-8196,BRO,2001,,4T1IBG22K81U090759
19-8196,BRO,2001,,4T1IBG22K81U090759
19-8200,BLK,2016,JEEP U,1C4PUMCSAGW323205
19-8200,BLK,2016,JEEP U,1C4PUMCSAGW323205
19-8203,WHI,2015,MAZD CXS,JM3KE4CY5F0551379
19-8206,GRY,2018,TOYT RAV4,
19-8209,RED,2019,SUBA LL OUT,4S4BSAFC4K3330165
19-8210,BLU,2017,AUDI LL OF,HALLHAF7OHDOS7328
19-8214,BRO,2016,FORD SE FUSION,
19-8215,GRY,2014,VOLK SE JETTA,SVWD1LTAGSEM359313
19-8215,GRY,2003,PORS Cayenne Gts,WPIAD2Z9P49LAG63908
19-8215,ONG,2013,,iC4ATWAG3SDL500092
19-8218,WHI,2004,TOYT SE CAMRY,JTDBE32K940256377
19-8232,GRN,2006,,
19-8233,PLE,2018,HOND HRV,3CZRUGH3206709274
19-8236,BRO,2009,HOND CRY,SJ6RE48339L068507
19-8236,BRO,2009,HOND CRY,SJ6RE48339L068507
19-8237,YIN:,1G11C5SLAFUI50790,WHI 2015 CHEV 4D MALIBU,
19-8239,GRY,2011,HROND LL CRV,JHLRE¢4H54BC012415
19-8244,GRN,2018,HOND HRV,SCZRUGHI5IG726716
19-8245,BRO,2008,,2G1WC583X89167232
19-8252,RED,2014,MAZD CX5,JM3KE4CY4E0410317
19-8259,GRY,2018,SUBA FOREST,JF2SJAECSJH444977
19-8259,GRY,2018,SUBA FOREST,JF2SJAECSJH444977
19-8273,BLU,2013,TOYT HIGHLA,STDRK3EH2DS203266
19-8261,GRN,2003,TOYT PK TUNDRA,S'PBBT481135413558
19-8282,GRY,2019,SUBA ASCENT,4S4WMAMDOK3475582
19-8283,GRY,2017,KIA SORENT,SXYPGDA5S7HG199257
19-8291,GRY,2018,,SNPDS4LFS7H326974
19-8310,GRY,2018,SUBA SW FORESTER,
19-8316,BLK,2003,FORD EXPLOR,1LFMZU70E830A38147
19-8319,GRY,2012,NISS SE VERSA,3N1CN7AP6CLB36330
19-8321,GRY,2017,TOYT SE COROLL,2TIBURHESHC827589
19-8321,BLK,2005,TOYT RAV4,JTEGDZ0V6é56000739
19-8332,VIN:,1G12H5,7B8 94179696 BRO 2009 CHEV SE MALIBU,1G12H5
19-8332,VIN:,1G12H5,7B8 94179696 BRO 2009 CHEV SE MALIBU,1G12H5
19-8334,BLE,2009,TOYT SE COROLL,2TiBU4QE1L9COeg225
19-8335,WHI,2013,FORD LL EXPLORER,iFMSKSFrs2DGA36048
19-8336,RED,2018,TOYT RAV4,JTMBFREVE6EID229860
19-8337,Reg:,AP,,
19-8341,BLU,2018,TOYT 4RUNNE,JTEBUSJR2I5552851
19-8343,BLU,2019,HOND SE CIVIC,LEXFC2ZEBSKEO03623
19-8359,GRY,2003,TOYT SE COROLL,INKBR32E532024716
19-8351,BLU,2004,FORD RANGER,IFTZR15E24PB59400
19-8359,BLU,2002,CHEV SILVER,1GCHK23182P173956
19-8361,BLK,2006,HOND 4D CIVIC,ZHGFA1L6506H5i81L77
19-8362,BLK,2019,SUBA ST OUTBAC,
19-8367,WHI,2008,CHEV TK SILVERADO,1GCHK29K58E174786
19-8374,SIL,2008,,
19-8398,GRY,2014,LEXS SE I8250,JTHCF1D24E5000170
19-8398,GRY,2014,LEXS SE I8250,JTHCF1D24E5000170
19-8400,BLK,2017,BUIC LL ECR,KL4CJGSB1HBO41619
19-8400,BLK,2015,JEEP CHEROK,1C4PUMABOFPW725638
19-8402,RED,2014,JEEP COMPAS,IC4NJDEB2ZED549557
19-8403,GRY,2006,CHEV SE COBALT,LGLAKS5F867668081
19-8407,BLU,2012,SUBA SE LEGACY,4S83BMAAGIC1033058
19-8418,RED,2003,CHEV SILVER,
19-8419,BLK,2016,HOND CRV,SJ6RM4H36GL140705
19-8419,GRY,2003,CHEV SILVER,
19-8425,WHI,2004,HOND 4D ACCORD,1HGCM5é6é7552060927
19-8433,GRN,2002,FORD F250,1FTNF21L82EB57183
19-8454,VIN:,WEAJE7C30HWA03686,BLU 2017 BMW 4D 540 I,WEAJE7C30HWA03686
19-B437,BLE,1999,DODG DAKOTA,
19-8445,BLK,1995,,SY4AGO1WSYA04A012
19-8451,GRY,2018,TOYT U RAV4,2T3BFREVOUW758045
19-8452,GRY,2002,VOLK HB GTI,
19-8458,BLK,2011,,JNSAFSMVXBTO23006
19-8459,BLK,2017,,KNDIP3SA54H7453472
19-8459,was,renewed,,
19-8465,GRY,2007,HOND 4D,
19-8443,WHI,2017,NISS ROGUES,JNIBJ1CR6HW117289
19-8443,GRY,2008,,YS3ED59G683504059
19-8485,BLK,2006,CHEV EQUINO,2CNDLT3F966117489
19-8502,GRN,2009,SUBA FOREST,
19-8508,GRY,2009,TOYT RAV4 2T3BF31V99WO18301,
19-163-OF,WHI,2013,HYUN SE SONATA,SNPEB4ACSDH608387
19-8516,GRN,1999,FORD PK RANGER,LFTYRLLV6XTAC2562
19-8522,WHI,2013,MERZ SE C300,WDDGFBABXDR245956
19-8534,GRY,2004,PONT ST VIBE,SY2SL628042444051
19-8534,BLK,2018,CHEV SE IMPALA,1G1105831070143549
19-8537,BLK,2001,TOYT 4RUNNE,JT3HN86R610349890
19-8537,BLK,2003,VOLK ST JETTA,WVWRPGIJ53W564225
19-8537,RED,2008,KIA SORENT,KNDJIC735185841237
19-8541,GRY,2007,CHEV SE AVEO,
19-8557,,,,
19-8557,ONG,1982,HD SPORTS,LHDILCAHLSCY115103
19-8557,,,,
19-8557,ONG,1982,HD SPORTS,LHDILCAHLSCY115103
19-8561,BLU,2010,SUZI SX4,JS2YBSASXAG300667
19-8562,BLK,2017,FORD 4D,
19-8578,GRY,2003,MITS OUTLAN,JA4LX31G23U071116
19-8595,BLU,2006,,JTDKB200x67066959
19-8606,BLK,2009,JEEP WRANGL,1J4PA24189L759815
19-8609,GRY,2005,DODG RAM250,3D7KS28C45G721878
19-8640,GRY,2017,NISS SE SENTRA,3NLABYVAPSHY235513
19-8653,GRN,2003,JEEP GRACHE,1J4GW48573C563022
19-9659,BLU,2008,TOYT TACOMA,STEPK42N482552493
19-8663,BLK,2002,HOND 4D ACCORD,1HGCG66852A053381
19-8663,BLK,2002,HOND 4D ACCORD,1HGCG66852A053381
19-8665,GRY,2010,HOND CO ACCORD,THGCS2BSBAANG5000
19-8667,GRY,2018,VIN: STMCZ5AN9IM167756 TOYT PEK TACOMA,STMCZ5AN9IM167756
19-8668,GLD,2002,SUBA Forester L,
19-8074,VIN:,2C4RDGEG7IR326875,GRY 2018 BORG VN,2C4RDGEG7IR326875
19-8692,GRN,2001,GMC STERRA,LGTHK2
19-8693,WHE,2018,SUBA SE LEGACY,4S3BNAB64J3030348
19-8695,BRO,2004,JEEP LIBERT,LJ4GK58K74W120628
19-8696,VIN:,1GNDUOJE14D143512,BLU 2004 CHEVY VENTUR,1GNDUOJE14D143512
19-8697,RED,1997,NISS PATHFI,JNSARGSY3VW159970
19-8698,BLK,2005,SUBA IMPRE2Z,JF1GG29645G802844
19-8699,BLU,2006,CHEV SILVER,IGCEKLATXEE11L5243
19-8699,BLU,2006,CHEV SILVER,IGCEKLATXEE11L5243
19-8700,GRY,2014,SUBA FOREST,JF2SJAEC6EH430866
19-8703,WHI,1997,GMC 4D,IGDFGLSR2V1088517
19-8705,BLU,2018,MAZD 4D Cx-5 Touring,UMSKFBCM0J03
19-8722,GRY,2019,HOND SE CIVIC,2HGPC2F65KH542185
19-8728,VIN:,4F2CZ92298KM30693,GRY 2008 MAZD TRIBUT,4F2CZ92298KM30693
19-8728,VIN:,4F2CZ92298KM30693,GRY 2008 MAZD TRIBUT,4F2CZ92298KM30693
19-8727,PLE,1999,DODG CARAVA,LE4GP44R9X8542588
19-8731,RED,2007,TOYT 4T,
19-8733,BLK,2009,HOND FIT,JHMGES84595015440
19-8735,BLE,2011,BMW 4D 750 VIN: WRAKC8C56BC432581,WRAKC8C56BC432581
19-8737,BLU,2015,HOND U,
